OBJECTID,GEOID,Tract Label,Tract Name,Community Reporting Area Name,Community Reporting Area ID,Year,Tract Median Apartment Contract Rent per Square Foot,Tract Median Apartment Contract Rent per Unit,Year over Year Change in Rent per Square Foot,Year over Year Change in Rent per Unit,Cost Category,Year over Year Change in Rent Category,Mixed-Rate or Mixed-Income Apartment in Tract,Level of Concern,PROPERTIES,Shape__Area,Shape__Length
4062,53033000500,5,Census Tract 5,Broadview/Bitter Lake,9.1,2023,0,0,0,0,,,0,,0,30294741.0541992,27094.5667843899
4063,53033000601,6.01,Census Tract 6.01,Haller Lake,9.5,2023,2.21,1558,0.00913242009132421,0.00516129032258065,Low,Stable,626,,18,15404952.5828857,20078.9564759328
4064,53033003500,35,Census Tract 35,Greenwood/Phinney Ridge,9.3,2023,2.74,1347,-0.0108303249097472,-0.0110132158590308,Low,Decline,313,,22,13828061.6665344,16634.3489620973
4065,53033001500,15,Census Tract 15,North Beach/Blue Ridge,10.1,2023,1.07,1241,0.00943396226415095,0.0114099429502852,Low,Stable,64,,5,12300447.062561,13960.3795463703
4066,53033001400,14,Census Tract 14,North Beach/Blue Ridge,10.1,2023,2.12,1697,0.0143540669856461,0.0186074429771909,Low,Stable,433,,21,23073388.6559448,30536.3374485091
4067,53033001300,13,Census Tract 13,Licton Springs,9.2,2023,2.12,1319,0,0.00304182509505703,Low,Stable,973,,76,12710036.9901733,14881.0870453396
4068,53033003800,38,Census Tract 38,Ravenna/Bryant,7.3,2023,3.85,1972,0,0.000507356671740233,High,Stable,159,,6,6722791.39416504,10392.5315540704
4069,53033007001,70.01,Census Tract 70.01,Queen Anne,12.3,2023,2.61,1551,0.00384615384615376,0.00388349514563107,Low,Stable,1438,,50,3856290.05014038,9530.30256857274
4070,53033004800,48,Census Tract 48,Fremont,11.1,2023,3.08,1834,0.0807017543859649,0.0769230769230769,Medium,Stable,388,,30,13833886.8196411,18822.2365726525
4071,53033005100,51,Census Tract 51,Wallingford,11.2,2023,3.01,1317,0.0134680134680133,0.0130769230769231,Low,Stable,350,,24,9490350.15280151,13462.5915467426
4072,53033008200,82,Census Tract 82,First Hill,6.1,2023,3.15,2397,0.0361842105263157,0.0336351875808538,High,Stable,2557,,16,4044773.82589722,9102.1403414799
4073,53033010101,101.01,Census Tract 101.01,Columbia City,4.2,2023,3.23,1707,0.0221518987341772,0.0191044776119403,Medium,Stable,345,,11,9381810.13056946,15311.6567050508
4074,53033012100,121,Census Tract 121,Arbor Heights,1.1,2023,0,0,0,0,,,0,,0,18538900.9337463,25983.6162383482
4075,53033011901,119.01,Census Tract 119.01,Rainier Beach,4.1,2023,0,0,0,0,,,0,,0,18097640.7372589,20485.6455423004
4076,53033000602,6.02,Census Tract 6.02,Haller Lake,9.5,2023,2.29,1953,-0.0337552742616034,-0.0341246290801187,Medium,Decline,396,,9,25947507.8614197,23221.7047501309
4077,53033000201,2.01,Census Tract 2.01,Olympic Hills/Victory Heights,8.2,2023,2.08,1705,0.0196078431372549,0.0221822541966427,Low,Stable,873,,13,19446176.3249207,18651.5780841956
4078,53033003302,33.02,Census Tract 33.02,Whittier Heights,10.2,2023,2.34,1529,0.00862068965517242,0.00658327847267939,Low,Stable,552,,57,6749336.48599243,10550.8179265194
4079,53033005304,53.04,Census Tract 53.04,University District,7.2,2023,0,0,0,0,,,0,,0,786047.098052979,4083.12606626598
4080,53033004202,42.02,Census Tract 42.02,Ravenna/Bryant,7.3,2023,3.02,2086,0.0202702702702703,0.018057589067838,High,Stable,213,,7,13141688.4516602,15651.6663663576
4081,53033007404,74.04,Census Tract 74.04,Capitol Hill,6.2,2023,2.84,1659,0.0142857142857143,0.0128205128205128,Medium,Stable,1389,,64,1654579.82751465,5775.69998668964
4082,53033006701,67.01,Census Tract 67.01,Queen Anne,12.3,2023,3.22,2397,0.0157728706624607,0.0169707254985151,High,Stable,2479,,24,3639833.1784668,12143.7792365382
4083,53033007800,78,Census Tract 78,Madrona/Leschi,5.1,2023,2.3,1777,0.00877192982456141,0.00851305334846765,Low,Stable,91,,6,22245158.163269,28746.3735215772
4084,53033007503,75.03,Census Tract 75.03,Capitol Hill,6.2,2023,3.3,2120,0,-0.000471475719000471,High,Decline,1782,,26,2018614.36813354,6484.38948226953
4085,53033007201,72.01,Census Tract 72.01,Cascade/Eastlake,11.3,2023,3.28,2193,0.0154798761609907,0.0176334106728538,High,Stable,2271,,15,1622558.90014648,5873.2165106452
4086,53033007203,72.03,Census Tract 72.03,Cascade/Eastlake,11.3,2023,3.73,2656,0.0566572237960341,0.0564836913285601,High,Stable,2144,,17,6238804.94293213,12493.9648041578
4087,53033010301,103.01,Census Tract 103.01,Columbia City,4.2,2023,1.83,1600,0.0110497237569061,0.0126582278481013,Low,Stable,52,,4,10792262.4648438,16924.3685147596
4088,53033009900,99,Census Tract 99,North Delridge,2.1,2023,2.81,1637,0,0.00122324159021407,Medium,Stable,1041,,27,70254374.707016,64633.6615792341
4089,53033009500,95,Census Tract 95,Mt. Baker/North Rainier,4.4,2023,2.93,1381,0.00687285223367698,0.00509461426491994,Low,Stable,347,,17,27424305.6749573,29618.2112966095
4090,53033009400,94,Census Tract 94,North Beacon Hill/Jefferson Park,3.6,2023,3.21,1834,0.0222929936305732,0.0211581291759465,High,Stable,886,,57,18150625.6758423,18874.5831831158
4091,53033011801,118.01,Census Tract 118.01,Rainier Beach,4.1,2023,1.87,1320,0.0108108108108108,0.0130468150422103,Low,Stable,258,,12,12671173.5070038,15849.8135377743
4092,53033011602,116.02,Census Tract 116.02,Fauntleroy/Seaview,1.2,2023,2.2,1514,0.00917431192660551,0.00866089273817455,Low,Stable,113,,13,16924173.2272644,24704.0405747324
4093,53033011401,114.01,Census Tract 114.01,Roxhill/Westwood,2.4,2023,2.37,2073,0,-0.00288600288600289,Medium,Decline,565,,6,13273369.1432037,17478.0591593666
4094,53033010701,107.01,Census Tract 107.01,High Point,2.2,2023,2.21,1881,-0.026431718061674,-0.0253886010362694,Low,Decline,214,,5,15726285.722641,21302.3651802902
4095,53033010602,106.02,Census Tract 106.02,Fauntleroy/Seaview,1.2,2023,2.3,1522,0.0176991150442478,0.0194239785666443,Low,Stable,389,,24,15462014.0646667,23774.9471378089
4096,53033000900,9,Census Tract 9,Cedar Park/Meadowbrook,8.3,2023,0,0,0,0,,,0,,0,10031158.8856812,20828.1661958069
4097,53033000402,4.02,Census Tract 4.02,Broadview/Bitter Lake,9.1,2023,2.01,1349,0.0151515151515151,0.0135236664162284,Low,Stable,589,,28,19362220.5229187,21397.1752981976
4098,53033000300,3,Census Tract 3,Haller Lake,9.5,2023,1.48,1123,0.00680272108843538,0.0053715308863026,Low,Stable,83,,7,13033864.5966187,17298.0295354457
4099,53033003202,32.02,Census Tract 32.02,Sunset Hill/Loyal Heights,10.3,2023,2.53,1719,0.0160642570281123,0.0183649289099526,Medium,Stable,387,,35,10289818.4570313,12945.3948643709
4100,53033003000,30,Census Tract 30,Whittier Heights,10.2,2023,2.78,1741,0.0183150183150182,0.018724400234055,Medium,Stable,354,,27,16072222.0088196,16061.947620856
4101,53033001701,17.01,Census Tract 17.01,Greenwood/Phinney Ridge,9.3,2023,2.9,1825,-0.0645161290322581,-0.0616966580976864,Medium,Decline,1350,,38,9609026.08453369,17164.4547776423
4102,53033001600,16,Census Tract 16,North Beach/Blue Ridge,10.1,2023,3.22,1930,0.00940438871473362,0.0104712041884817,High,Stable,222,,14,20575392.7101746,23147.6459804202
4103,53033002100,21,Census Tract 21,Wedgwood/View Ridge,7.4,2023,3.42,1351,-0.0366197183098591,-0.036376604850214,Medium,Decline,483,,17,14696796.7441101,16139.9218598102
4104,53033003900,39,Census Tract 39,Wedgwood/View Ridge,7.4,2023,1.85,1264,0.00543478260869566,0.0039714058776807,Low,Stable,108,,8,10481334.9800415,13200.9092050947
4105,53033007102,71.02,Census Tract 71.02,Queen Anne,12.3,2023,3.11,2025,-0.00320512820512828,-0.00491400491400491,High,Decline,1530,,29,3615500.8977356,11499.9407456685
4106,53033006702,67.02,Census Tract 67.02,Queen Anne,12.3,2023,3.43,2340,0.0178041543026706,0.017833840800348,High,Stable,1288,,35,3280147.99505615,8593.8649046644
4107,53033005401,54.01,Census Tract 54.01,Fremont,11.1,2023,3.56,2289,0.0348837209302326,0.0338753387533875,High,Stable,1181,,38,7892270.58761597,19740.10787087
4108,53033008004,80.04,Census Tract 80.04,Belltown,13.1,2023,2.91,2225,0.0174825174825176,0.0150547445255474,High,Stable,1067,,10,2908326.63348389,14944.9795882911
4109,53033008003,80.03,Census Tract 80.03,Belltown,13.1,2023,3.22,2106,-0.00923076923076917,-0.00894117647058824,High,Decline,1361,,13,2122043.71142578,8720.99942149515
4110,53033008402,84.02,Census Tract 84.02,Capitol Hill,6.2,2023,3.12,1908,-0.00636942675159236,-0.0072840790842872,High,Decline,2033,,42,1565507.71533203,5220.86848686108
4111,53033007303,73.03,Census Tract 73.03,Cascade/Eastlake,11.3,2023,3.97,3227,-0.0502392344497607,-0.0497644287396938,High,Decline,3277,,13,3374596.39306641,7984.8635220016
4112,53033010002,100.02,Census Tract 100.02,North Beacon Hill/Jefferson Park,3.6,2023,2.87,1790,0.0213523131672598,0.0211066742726754,Medium,Stable,671,,23,10204645.644455,13732.7653894052
4113,53033011902,119.02,Census Tract 119.02,Rainier Beach,4.1,2023,0,0,0,0,,,0,,0,16290813.6344757,28897.5986341236
4114,53033011802,118.02,Census Tract 118.02,Rainier Beach,4.1,2023,2.53,1550,0.00396825396825388,0.00518806744487678,Low,Stable,67,,3,12323056.7394714,17201.5467858114
4115,53033004703,47.03,Census Tract 47.03,Ballard,10.4,2023,3.19,1780,0.00949367088607589,0.00735710243350311,High,Stable,1194,,57,13030918.1381531,18718.8593915212
4116,53033001000,10,Census Tract 10,Cedar Park/Meadowbrook,8.3,2023,2.09,1594,0.0245098039215685,0.0224502886465683,Low,Stable,122,,5,10270271.6852112,13147.0305998084
4117,53033000403,4.03,Census Tract 4.03,Broadview/Bitter Lake,9.1,2023,2.11,1581,-0.00471698113207558,-0.00503461296412838,Low,Decline,454,,12,7881185.92349243,14097.0266947453
4118,53033003201,32.01,Census Tract 32.01,Sunset Hill/Loyal Heights,10.3,2023,3.28,2107,0.0030581039755351,0.00524809160305344,High,Stable,1240,,30,11927788.6225891,32094.5033857248
4119,53033004600,46,Census Tract 46,Green Lake,9.4,2023,2.25,1405,0.00896860986547086,0.00861450107681263,Low,Stable,65,,7,27829368.7579956,25514.2239990877
4120,53033004702,47.02,Census Tract 47.02,Ballard,10.4,2023,3.32,2004,0.050632911392405,0.0519685039370079,High,Stable,1748,,46,2867507.734375,6956.44967487604
4121,53033002700,27,Census Tract 27,Green Lake,9.4,2023,2.33,1702,0.0130434782608697,0.0143027413587604,Low,Stable,359,,25,17058079.2767029,21942.8352783745
4122,53033001800,18,Census Tract 18,Licton Springs,9.2,2023,2.12,1488,0.0047393364928911,0.00472653612424038,Low,Stable,762,,65,10182882.2714539,13946.100028213
4123,53033005202,52.02,Census Tract 52.02,Wallingford,11.2,2023,3.01,1741,-0.00660066006600661,-0.00684540787221905,Medium,Decline,1708,,57,2865193.63619995,7845.30321659896
4124,53033005303,53.03,Census Tract 53.03,University District,7.2,2023,0,0,0,0,,,0,,0,24349784.4945679,33904.6213661119
4125,53033004402,44.02,Census Tract 44.02,University District,7.2,2023,3.04,1518,0.0201342281879195,0.0187919463087248,Medium,Stable,1310,,66,3175021.43328857,7487.97985687102
4126,53033004401,44.01,Census Tract 44.01,University District,7.2,2023,3.3,1512,0.0122699386503068,0.0147651006711409,Medium,Stable,559,,32,7479571.76147461,12948.9751357778
4127,53033005307,53.07,Census Tract 53.07,University District,7.2,2023,3.23,1345,0.0253968253968254,0.0235920852359209,Medium,Stable,491,,21,1399526.47988892,4758.85069026771
4128,53033004101,41.01,Census Tract 41.01,Laurelhurst/Sand Point,7.5,2023,1.81,1190,0,0.00337268128161889,Low,Stable,71,,3,16716852.6628113,24230.1579430562
4129,53033005402,54.02,Census Tract 54.02,Fremont,11.1,2023,3.31,2035,0.00914634146341471,0.00942460317460317,High,Stable,924,,43,4993141.86450195,10063.7978469566
4130,53033007700,77,Census Tract 77,Central Area/Squire Park,5.3,2023,3.32,1484,-0.0119047619047619,-0.0106666666666667,Medium,Decline,468,,23,11391208.2196655,15242.2097594939
4131,53033007502,75.02,Census Tract 75.02,Capitol Hill,6.2,2023,3.26,1934,0,-0.00154878678368611,High,Decline,2092,,68,3400503.55529785,7403.62929266713
4132,53033007600,76,Census Tract 76,Miller Park,6.4,2023,3.13,1826,0.0129449838187702,0.0144444444444444,High,Stable,1104,,58,6155389.38891602,9906.36833563623
4133,53033010200,102,Census Tract 102,Seward Park,4.3,2023,1.94,1350,0.0157068062827225,0.0127531882970743,Low,Stable,76,,4,30129079.2078857,33439.4693972433
4134,53033010401,104.01,Census Tract 104.01,Beacon Hill,3.5,2023,0,0,0,0,,,0,,0,17543421.029068,17342.9302013933
4135,53033010402,104.02,Census Tract 104.02,Beacon Hill,3.5,2023,1.9,1446,0.0106382978723404,0.0140252454417952,Low,Stable,71,,5,18759692.8948212,18925.0430066197
4136,53033010501,105.01,Census Tract 105.01,West Seattle Junction/Genesee Hill,1.3,2023,2.98,2082,0.0275862068965517,0.025615763546798,High,Stable,1930,,21,7986746.71530151,12490.0968039152
4137,53033010102,101.02,Census Tract 101.02,Columbia City,4.2,2023,0,0,0,0,,,0,,0,17314610.0391541,22274.170768035
4138,53033009802,98.02,Census Tract 98.02,West Seattle Junction/Genesee Hill,1.3,2023,3.16,1851,0.0160771704180065,0.017032967032967,High,Stable,390,,21,9927510.52307129,12982.7549339758
4139,53033009000,90,Census Tract 90,Judkins Park,5.2,2023,2.78,1878,-0.024561403508772,-0.0239085239085239,Medium,Decline,800,,21,9212173.19689941,14319.1029916181
4140,53033026400,264,Census Tract 264,South Park,3.1,2023,0,0,0,0,,,0,,0,461382.048629761,5763.40767367231
4141,53033001201,12.01,Census Tract 12.01,Northgate/Maple Leaf,8.1,2024,2.47,1758,-0.0275590551181102,-0.0260387811634349,Low,Decline,1629,,24,10851861.641449,15899.7733430541
4142,53033000404,4.04,Census Tract 4.04,Broadview/Bitter Lake,9.1,2024,2.32,1882,-0.00429184549356233,-0.00159151193633952,Medium,Decline,509,,7,6791652.7237854,12962.5584131713
4143,53033004901,49.01,Census Tract 49.01,Fremont,11.1,2024,2.59,1533,0.00387596899224798,0.00458715596330275,Low,Stable,1084,,109,5350888.21542358,9379.65576684679
4144,53033003601,36.01,Census Tract 36.01,Green Lake,9.4,2024,3.19,1820,0.0126984126984127,0.0105496946141033,High,Stable,999,,41,7255879.06799316,11894.2888948854
4145,53033002800,28,Census Tract 28,Greenwood/Phinney Ridge,9.3,2024,2.27,1417,0.0088888888888889,0.0056777856635912,Low,Stable,376,,35,10637151.8217773,13201.311297987
4146,53033003100,31,Census Tract 31,Sunset Hill/Loyal Heights,10.3,2024,2.12,1462,0.0192307692307692,0.0181058495821727,Low,Stable,112,,15,23137464.0452271,24704.5678017235
4147,53033006400,64,Census Tract 64,Miller Park,6.4,2024,2.47,2078,0.0206611570247935,0.017131669114048,Medium,Stable,103,,5,9726351.90356445,13186.7701844683
4148,53033004301,43.01,Census Tract 43.01,Ravenna/Bryant,7.3,2024,4.13,2664,0.116216216216216,0.11744966442953,High,Rise,606,,10,10539780.5728455,17192.703749828
4149,53033002500,25,Census Tract 25,Ravenna/Bryant,7.3,2024,2.82,2047,0.00714285714285715,0.00738188976377953,Medium,Stable,64,,3,10594634.2979736,16442.9685869958
4150,53033002200,22,Census Tract 22,Wedgwood/View Ridge,7.4,2024,2.81,2394,0.0144404332129964,0.0135478408128704,High,Stable,164,,6,30127208.0188904,28505.8067930163
4151,53033004000,40,Census Tract 40,Laurelhurst/Sand Point,7.5,2024,1.83,1236,0.0110497237569061,0.00815660685154975,Low,Stable,69,,3,26374983.680542,27560.0138429836
4152,53033005804,58.04,Census Tract 58.04,Interbay,12.2,2024,2.96,1974,0.0102389078498293,0.010752688172043,High,Stable,1064,,38,25124062.7388306,48668.2722430527
4153,53033006800,68,Census Tract 68,Queen Anne,12.3,2024,3.79,2517,-0.005249343832021,-0.00592417061611374,High,Decline,868,,27,7729250.27154541,11275.3773479613
4154,53033008102,81.02,Census Tract 81.02,Downtown Commercial Core,13.2,2024,3.85,3371,-0.0277777777777777,-0.0290898617511521,High,Decline,1310,,9,5987812.08642578,14339.9950294181
4155,53033008101,81.01,Census Tract 81.01,Downtown Commercial Core,13.2,2024,3.25,2831,0.045016077170418,0.0431098010316875,High,Stable,1054,,6,2992165.47857666,11427.1467556707
4156,53033007902,79.02,Census Tract 79.02,Central Area/Squire Park,5.3,2024,3.1,2121,0.0299003322259137,0.031113271754983,High,Stable,1212,,22,4641637.80010986,9715.12087740264
4157,53033007302,73.02,Census Tract 73.02,Cascade/Eastlake,11.3,2024,4.09,3310,0.0380710659898477,0.0392464678178964,High,Stable,3708,,10,3368769.26522827,7802.42635391176
4158,53033007101,71.01,Census Tract 71.01,Queen Anne,12.3,2024,3.27,2178,0.0315457413249212,0.0327169274537696,High,Stable,2228,,33,5328474.60678101,9004.94722654019
4159,53033009300,93,Census Tract 93,Duwamish/SODO,3.3,2024,3.15,2259,0,-0.000884564352056612,High,Decline,780,,14,102171584.839813,53946.3734519274
4160,53033010502,105.02,Census Tract 105.02,West Seattle Junction/Genesee Hill,1.3,2024,2.87,1944,0.0286738351254481,0.0291159343568025,Medium,Stable,1520,,30,10504351.3417664,14546.1362419116
4161,53033010001,100.01,Census Tract 100.01,North Beacon Hill/Jefferson Park,3.6,2024,2.71,1720,0.0111940298507462,0.00879765395894428,Medium,Stable,692,,21,25052474.6053925,25628.9245317132
4162,53033009801,98.01,Census Tract 98.01,West Seattle Junction/Genesee Hill,1.3,2024,3.17,2123,0.0192926045016077,0.0182254196642686,High,Stable,586,,23,10814248.9397583,13291.5490832838
4163,53033008900,89,Census Tract 89,Madrona/Leschi,5.1,2024,3.07,2118,-0.0284810126582279,-0.0288858321870702,High,Decline,852,,19,13690717.169342,19328.7463975703
4164,53033026300,263,Census Tract 263,Rainier Beach,4.1,2024,0,0,0,0,,,0,,0,30724.63331604,954.048024444965
4165,53033012000,120,Census Tract 120,Arbor Heights,1.1,2024,0,0,0,0,,,0,,0,15560990.4431915,16787.974281693
4166,53033011101,111.01,Census Tract 111.01,Columbia City,4.2,2024,2.64,1703,-0.0434782608695651,-0.0421822272215973,Medium,Decline,944,,14,12236718.0846863,15552.0743493747
4167,53033011001,110.01,Census Tract 110.01,South Beacon Hill/NewHolly,3.4,2024,2.7,2317,0.163793103448276,0.163736815670517,High,Rise,182,,2,11629041.0737,16287.3553131872
4168,53033010800,108,Census Tract 108,Riverview,2.3,2024,1.9,1330,0.0052910052910053,0.00453172205438067,Low,Stable,59,,3,44087445.2204437,39019.3474976913
4169,53033000800,8,Census Tract 8,Cedar Park/Meadowbrook,8.3,2024,0,0,0,0,,,0,,0,12290810.0239868,15312.0874645944
4170,53033003400,34,Census Tract 34,Greenwood/Phinney Ridge,9.3,2024,1.61,993,0.0125786163522013,0.013265306122449,Low,Stable,105,,10,8472471.71472168,12629.322933575
4171,53033005306,53.06,Census Tract 53.06,University District,7.2,2024,3.18,1758,0.0324675324675325,0.0298769771528998,Medium,Stable,836,,20,2157906.05789185,5954.87262312138
4172,53033004302,43.02,Census Tract 43.02,Ravenna/Bryant,7.3,2024,3.27,1985,0.00306748466257676,0.00303183425972713,High,Stable,1334,,63,3564115.6701355,7987.27441919544
4173,53033002400,24,Census Tract 24,Wedgwood/View Ridge,7.4,2024,0,0,0,0,,,0,,0,10359919.7832642,13151.7125244876
4174,53033004102,41.02,Census Tract 41.02,Laurelhurst/Sand Point,7.5,2024,2.95,2085,0.013745704467354,0.0116448326055313,High,Stable,487,,7,17933927.2689209,23350.8002922279
4175,53033005600,56,Census Tract 56,Magnolia,12.1,2024,0,0,0,0,,,0,,0,32045056.1363831,29943.5055294428
4176,53033006703,67.03,Census Tract 67.03,Queen Anne,12.3,2024,2.7,2067,0.0112359550561799,0.0117474302496329,Medium,Stable,608,,35,6427171.88375854,10846.4930444777
4177,53033006100,61,Census Tract 61,Montlake/Portage Bay,7.1,2024,3.16,1838,0.00636942675159236,0.00547045951859956,High,Stable,1812,,90,11959193.7410278,21477.2648301767
4178,53033005700,57,Census Tract 57,Magnolia,12.1,2024,2.08,1561,0.00970873786407768,0.0103559870550162,Low,Stable,352,,28,53305584.4251709,44506.5655358236
4179,53033005901,59.01,Census Tract 59.01,Queen Anne,12.3,2024,2.66,1689,0,0.001185536455246,Medium,Stable,459,,30,8449086.71850586,19075.2924234318
4180,53033008401,84.01,Census Tract 84.01,Capitol Hill,6.2,2024,3.3,2111,-0.00302114803625385,-0.00283419933868682,High,Decline,2326,,26,2700766.60922241,9275.81826751285
4181,53033008300,83,Census Tract 83,First Hill,6.1,2024,2.99,2019,-0.0132013201320131,-0.0131964809384164,High,Decline,1196,,14,2561276.49777222,8632.13489440587
4182,53033007501,75.01,Census Tract 75.01,Capitol Hill,6.2,2024,3.13,1804,-0.00318471337579625,0.000554631170271769,Medium,Decline,2096,,92,3210519.93661499,7219.62364175991
4183,53033009702,97.02,Census Tract 97.02,West Seattle Junction/Genesee Hill,1.3,2024,2.66,1717,0.0270270270270271,0.0293764988009592,Medium,Stable,105,,7,23899907.4262695,28258.7625684306
4184,53033008800,88,Census Tract 88,Central Area/Squire Park,5.3,2024,2.98,1890,0.159533073929961,0.160933660933661,Medium,Rise,752,Medium,31,10210038.8581238,13202.5268569703
4185,53033008500,85,Census Tract 85,First Hill,6.1,2024,3.42,2271,-0.0029154518950438,-0.00175824175824176,High,Decline,1556,,21,4854121.3192749,9025.58161466663
4186,53033026500,265,Census Tract 265,Highland Park,2.5,2024,0,0,0,0,,,0,,0,4617675.48258972,11234.9647811896
4187,53033011601,116.01,Census Tract 116.01,Fauntleroy/Seaview,1.2,2024,1.6,1111,0.0256410256410257,0.0211397058823529,Low,Stable,80,,6,16710842.8944397,20011.9659924997
4188,53033011300,113,Census Tract 113,Highland Park,2.5,2024,1.93,1561,-0.0631067961165049,-0.0635872825434913,Low,Decline,334,,17,37260682.9683075,27184.1613850878
4189,53033011500,115,Census Tract 115,Roxhill/Westwood,2.4,2024,2.14,1525,0.00469483568075128,0.00197109067017083,Low,Stable,294,,13,16558652.7529297,19887.3089363241
4190,53033010601,106.01,Census Tract 106.01,Fauntleroy/Seaview,1.2,2024,2.64,1618,0.00380228136882138,0.00621890547263682,Low,Stable,432,,27,11724162.319458,14458.8370353337
4191,53033001202,12.02,Census Tract 12.02,Northgate/Maple Leaf,8.1,2024,2.74,2015,-0.0419580419580418,-0.0432098765432099,Medium,Decline,1865,,16,8841145.88363647,13324.9900925288
4192,53033000102,1.02,Census Tract 1.02,Cedar Park/Meadowbrook,8.3,2024,2.46,1773,0.00819672131147542,0.00169491525423729,Medium,Stable,1195,,19,15446821.4830017,19552.3623304664
4193,53033004701,47.01,Census Tract 47.01,Ballard,10.4,2024,3.03,2105,-0.0162337662337663,-0.0135895032802249,High,Decline,1486,,54,6036028.32614136,13539.0476262898
4194,53033004500,45,Census Tract 45,Wallingford,11.2,2024,2.28,1991,0.0088495575221239,0.00708143651997977,Medium,Stable,53,,3,7222109.8883667,11018.3020934985
4195,53033002900,29,Census Tract 29,Greenwood/Phinney Ridge,9.3,2024,2.79,1979,0.00359712230215836,0.00661241098677518,Medium,Stable,321,,26,10614791.1058044,13366.3196709081
4196,53033004201,42.01,Census Tract 42.01,Ravenna/Bryant,7.3,2024,1.92,1686,0.00523560209424084,0.00476758045292014,Low,Stable,178,,10,13390664.2680969,18286.1439211159
4197,53033007403,74.03,Census Tract 74.03,Capitol Hill,6.2,2024,2.9,1723,-0.016949152542373,-0.0171135196805476,Medium,Decline,1586,,52,1276089.0690918,5227.49528678734
4198,53033007002,70.02,Census Tract 70.02,Queen Anne,12.3,2024,2.93,1901,0.0209059233449478,0.0193029490616622,Medium,Stable,1758,,74,4746869.84552002,9490.79905735624
4199,53033005803,58.03,Census Tract 58.03,Interbay,12.2,2024,2.07,1493,0.019704433497537,0.0170299727520436,Low,Stable,382,,32,8956173.42456055,17129.1988103483
4200,53033005902,59.02,Census Tract 59.02,Queen Anne,12.3,2024,2.14,1642,0.00469483568075128,0.00428134556574924,Low,Stable,103,,10,11010649.894989,15184.2205727179
4201,53033004902,49.02,Census Tract 49.02,Fremont,11.1,2024,3.25,1896,-0.00306748466257662,-0.000527148128624143,High,Decline,1064,,68,6448262.3397522,10801.7314915315
4202,53033005801,58.01,Census Tract 58.01,Interbay,12.2,2024,2.39,2094,0.00843881856540085,0.00818488204140587,Medium,Stable,1305,,45,19618424.2433472,25500.0139546944
4203,53033007406,74.06,Census Tract 74.06,Capitol Hill,6.2,2024,3.03,1588,-0.0130293159609121,-0.0124378109452736,Medium,Decline,1442,,45,1623443.82748413,6764.47724113477
4204,53033007405,74.05,Census Tract 74.05,Capitol Hill,6.2,2024,2.92,1600,0,0.00187852222917971,Medium,Stable,1505,,52,1418974.04168701,5012.79869002574
4205,53033009701,97.01,Census Tract 97.01,Alki/Admiral,1.4,2024,2.23,1868,0.0372093023255814,0.0400890868596882,Low,Stable,400,,36,19291172.1184692,29764.000341636
4206,53033009600,96,Census Tract 96,Alki/Admiral,1.4,2024,2.11,1679,0.00956937799043063,0.0108368452739314,Low,Stable,469,,35,19741501.6534882,20745.4059998832
4207,53033008700,87,Census Tract 87,Central Area/Squire Park,5.3,2024,2.87,1656,0.0286738351254481,0.0298507462686567,Medium,Stable,626,,43,7883013.1696167,11432.3842123557
4208,53033011402,114.02,Census Tract 114.02,Roxhill/Westwood,2.4,2024,2.47,1481,0.0421940928270043,0.0392982456140351,Low,Stable,617,,28,12779277.8645477,17351.055007292
4209,53033011200,112,Census Tract 112,South Park,3.1,2024,1.47,890,0.00684931506849316,0.00451467268623025,Low,Stable,175,,15,26463890.0310974,27002.3375751905
4210,53033010900,109,Census Tract 109,Georgetown,3.2,2024,2.64,1318,0.0114942528735633,0.00918836140888208,Low,Stable,110,,11,51677122.7107849,44978.7538438156
4211,53033011002,110.02,Census Tract 110.02,South Beacon Hill/NewHolly,3.4,2024,0,0,0,0,,,0,,0,18508908.4571838,22511.1267649617
4212,53033011102,111.02,Census Tract 111.02,Seward Park,4.3,2024,2.2,1456,0.0232558139534885,0.0224719101123595,Low,Stable,450,,22,13970026.6890106,20411.1700649139
4213,53033010702,107.02,Census Tract 107.02,High Point,2.2,2024,2.83,1998,0.0442804428044281,0.0471698113207547,Medium,Stable,114,,2,8396926.79307556,14935.9302412484
4214,53033001100,11,Census Tract 11,Olympic Hills/Victory Heights,8.2,2024,1.96,1459,-0.0150753768844221,-0.0168463611859838,Low,Decline,188,,11,11416399.5888062,14159.1273465597
4215,53033000700,7,Census Tract 7,Olympic Hills/Victory Heights,8.2,2024,2.29,1605,0.0651162790697675,0.0580092287409361,Low,Stable,1027,,56,13932242.3934631,16134.0299149422
4216,53033000202,2.02,Census Tract 2.02,Olympic Hills/Victory Heights,8.2,2024,2.17,1729,0.0959595959595959,0.0922299431459255,Low,Stable,182,,5,15930118.4908752,17285.8273694368
4217,53033000101,1.01,Census Tract 1.01,Cedar Park/Meadowbrook,8.3,2024,2.2,1565,0.0138248847926268,0.0116354234001293,Low,Stable,1353,,34,4465058.88146973,8662.07421505589
4218,53033003301,33.01,Census Tract 33.01,Whittier Heights,10.2,2024,2.88,1730,0.00348432055749121,0.004062681369704,Medium,Stable,832,,63,7202858.49346924,11177.1813262219
